kanton_code;kanton;jahr;komponente;staatsangehoerigkeit;personen
22;Vaud;2020;bestand_31_12;total;814762
23;Valais / Wallis;2020;bestand_1_1;total;345525
23;Valais / Wallis;2020;bestand_31_12;total;348503
24;Neuchâtel;2020;bestand_1_1;total;176496
24;Neuchâtel;2020;bestand_31_12;total;175894
25;Genève;2020;bestand_1_1;total;504128
25;Genève;2020;bestand_31_12;total;506343
26;Jura;2020;bestand_1_1;total;73584
26;Jura;2020;bestand_31_12;total;73709
27;Ohne Angabe;2020;bestand_1_1;total;0
27;Ohne Angabe;2020;bestand_31_12;total;0
0;Schweiz;2021;bestand_1_1;total;8670300
0;Schweiz;2021;bestand_31_12;total;8738791
1;Zürich;2021;bestand_1_1;total;1553423
1;Zürich;2021;bestand_31_12;total;1564662
2;Bern / Berne;2021;bestand_1_1;total;1043081
2;Bern / Berne;2021;bestand_31_12;total;1047422
3;Luzern;2021;bestand_1_1;total;416347
3;Luzern;2021;bestand_31_12;total;420326
4;Uri;2021;bestand_1_1;total;36819
4;Uri;2021;bestand_31_12;total;37047
5;Schwyz;2021;bestand_1_1;total;162157
5;Schwyz;2021;bestand_31_12;total;163689
6;Obwalden;2021;bestand_1_1;total;38108
6;Obwalden;2021;bestand_31_12;total;38435
7;Nidwalden;2021;bestand_1_1;total;43520
7;Nidwalden;2021;bestand_31_12;total;43894
8;Glarus;2021;bestand_1_1;total;40851
8;Glarus;2021;bestand_31_12;total;41190
9;Zug;2021;bestand_1_1;total;128794
9;Zug;2021;bestand_31_12;total;129787
10;Fribourg / Freiburg;2021;bestand_1_1;total;325547
10;Fribourg / Freiburg;2021;bestand_31_12;total;329860
11;Solothurn;2021;bestand_1_1;total;277462
11;Solothurn;2021;bestand_31_12;total;280245
12;Basel-Stadt;2021;bestand_1_1;total;196735
12;Basel-Stadt;2021;bestand_31_12;total;196036
13;Basel-Landschaft;2021;bestand_1_1;total;290969
13;Basel-Landschaft;2021;bestand_31_12;total;292817
14;Schaffhausen;2021;bestand_1_1;total;83107
14;Schaffhausen;2021;bestand_31_12;total;83995
15;Appenzell Ausserrhoden;2021;bestand_1_1;total;55309
15;Appenzell Ausserrhoden;2021;bestand_31_12;total;55585
16;Appenzell Innerrhoden;2021;bestand_1_1;total;16293
16;Appenzell Innerrhoden;2021;bestand_31_12;total;16360
17;St. Gallen;2021;bestand_1_1;total;514504
17;St. Gallen;2021;bestand_31_12;total;519245
18;Graubünden / Grigioni / Grischun;2021;bestand_1_1;total;200096
18;Graubünden / Grigioni / Grischun;2021;bestand_31_12;total;201376
19;Aargau;2021;bestand_1_1;total;694072
19;Aargau;2021;bestand_31_12;total;703086
20;Thurgau;2021;bestand_1_1;total;282909
20;Thurgau;2021;bestand_31_12;total;285964
21;Ticino;2021;bestand_1_1;total;350986
21;Ticino;2021;bestand_31_12;total;352181
22;Vaud;2021;bestand_1_1;total;814762
22;Vaud;2021;bestand_31_12;total;822968
23;Valais / Wallis;2021;bestand_1_1;total;348503
23;Valais / Wallis;2021;bestand_31_12;total;353209
24;Neuchâtel;2021;bestand_1_1;total;175894
24;Neuchâtel;2021;bestand_31_12;total;176166
25;Genève;2021;bestand_1_1;total;506343
25;Genève;2021;bestand_31_12;total;509448
26;Jura;2021;bestand_1_1;total;73709
26;Jura;2021;bestand_31_12;total;73798
27;Ohne Angabe;2021;bestand_1_1;total;0
27;Ohne Angabe;2021;bestand_31_12;total;0
0;Schweiz;2022;bestand_1_1;total;8738791
0;Schweiz;2022;bestand_31_12;total;8815385
1;Zürich;2022;bestand_1_1;total;1564662
1;Zürich;2022;bestand_31_12;total;1579967
2;Bern / Berne;2022;bestand_1_1;total;1047422
2;Bern / Berne;2022;bestand_31_12;total;1051437
3;Luzern;2022;bestand_1_1;total;420326
3;Luzern;2022;bestand_31_12;total;424851
4;Uri;2022;bestand_1_1;total;37047
4;Uri;2022;bestand_31_12;total;37317
5;Schwyz;2022;bestand_1_1;total;163689
5;Schwyz;2022;bestand_31_12;total;164920
6;Obwalden;2022;bestand_1_1;total;38435
6;Obwalden;2022;bestand_31_12;total;38700
7;Nidwalden;2022;bestand_1_1;total;43894
7;Nidwalden;2022;bestand_31_12;total;44420
8;Glarus;2022;bestand_1_1;total;41190
8;Glarus;2022;bestand_31_12;total;41471
9;Zug;2022;bestand_1_1;total;129787
9;Zug;2022;bestand_31_12;total;131164
10;Fribourg / Freiburg;2022;bestand_1_1;total;329860
10;Fribourg / Freiburg;2022;bestand_31_12;total;334465
11;Solothurn;2022;bestand_1_1;total;280245
11;Solothurn;2022;bestand_31_12;total;282408
12;Basel-Stadt;2022;bestand_1_1;total;196036
12;Basel-Stadt;2022;bestand_31_12;total;196786
13;Basel-Landschaft;2022;bestand_1_1;total;292817
13;Basel-Landschaft;2022;bestand_31_12;total;294417
14;Schaffhausen;2022;bestand_1_1;total;83995
14;Schaffhausen;2022;bestand_31_12;total;85214
15;Appenzell Ausserrhoden;2022;bestand_1_1;total;55585
15;Appenzell Ausserrhoden;2022;bestand_31_12;total;55759
16;Appenzell Innerrhoden;2022;bestand_1_1;total;16360
16;Appenzell Innerrhoden;2022;bestand_31_12;total;16416
17;St. Gallen;2022;bestand_1_1;total;519245
17;St. Gallen;2022;bestand_31_12;total;525967
18;Graubünden / Grigioni / Grischun;2022;bestand_1_1;total;201376
18;Graubünden / Grigioni / Grischun;2022;bestand_31_12;total;202538
19;Aargau;2022;bestand_1_1;total;703086
19;Aargau;2022;bestand_31_12;total;711232
20;Thurgau;2022;bestand_1_1;total;285964
20;Thurgau;2022;bestand_31_12;total;289650
21;Ticino;2022;bestand_1_1;total;352181
21;Ticino;2022;bestand_31_12;total;354023
22;Vaud;2022;bestand_1_1;total;822968
22;Vaud;2022;bestand_31_12;total;830431
23;Valais / Wallis;2022;bestand_1_1;total;353209
23;Valais / Wallis;2022;bestand_31_12;total;357282
24;Neuchâtel;2022;bestand_1_1;total;176166
24;Neuchâtel;2022;bestand_31_12;total;176571
25;Genève;2022;bestand_1_1;total;509448
25;Genève;2022;bestand_31_12;total;514114
26;Jura;2022;bestand_1_1;total;73798
26;Jura;2022;bestand_31_12;total;73865
27;Ohne Angabe;2022;bestand_1_1;total;0
27;Ohne Angabe;2022;bestand_31_12;total;0
0;Schweiz;2023;bestand_1_1;total;8815385
0;Schweiz;2023;bestand_31_12;total;8962258
1;Zürich;2023;bestand_1_1;total;1579967
1;Zürich;2023;bestand_31_12;total;1605508
2;Bern / Berne;2023;bestand_1_1;total;1051437
2;Bern / Berne;2023;bestand_31_12;total;1063533
3;Luzern;2023;bestand_1_1;total;424851
3;Luzern;2023;bestand_31_12;total;432744
4;Uri;2023;bestand_1_1;total;37317
4;Uri;2023;bestand_31_12;total;37931
5;Schwyz;2023;bestand_1_1;total;164920
5;Schwyz;2023;bestand_31_12;total;167403
6;Obwalden;2023;bestand_1_1;total;38700
6;Obwalden;2023;bestand_31_12;total;39272
7;Nidwalden;2023;bestand_1_1;total;44420
7;Nidwalden;2023;bestand_31_12;total;45016
8;Glarus;2023;bestand_1_1;total;41471
8;Glarus;2023;bestand_31_12;total;42056
9;Zug;2023;bestand_1_1;total;131164
9;Zug;2023;bestand_31_12;total;132556
10;Fribourg / Freiburg;2023;bestand_1_1;total;334465
10;Fribourg / Freiburg;2023;bestand_31_12;total;341537
11;Solothurn;2023;bestand_1_1;total;282408
11;Solothurn;2023;bestand_31_12;total;286844
12;Basel-Stadt;2023;bestand_1_1;total;196786
12;Basel-Stadt;2023;bestand_31_12;total;200031
13;Basel-Landschaft;2023;bestand_1_1;total;294417
13;Basel-Landschaft;2023;bestand_31_12;total;298837
14;Schaffhausen;2023;bestand_1_1;total;85214
14;Schaffhausen;2023;bestand_31_12;total;87111
15;Appenzell Ausserrhoden;2023;bestand_1_1;total;55759
15;Appenzell Ausserrhoden;2023;bestand_31_12;total;56495
16;Appenzell Innerrhoden;2023;bestand_1_1;total;16416
16;Appenzell Innerrhoden;2023;bestand_31_12;total;16585
17;St. Gallen;2023;bestand_1_1;total;525967
17;St. Gallen;2023;bestand_31_12;total;535114
18;Graubünden / Grigioni / Grischun;2023;bestand_1_1;total;202538
18;Graubünden / Grigioni / Grischun;2023;bestand_31_12;total;204888
19;Aargau;2023;bestand_1_1;total;711232
19;Aargau;2023;bestand_31_12;total;726894
20;Thurgau;2023;bestand_1_1;total;289650
20;Thurgau;2023;bestand_31_12;total;295220
21;Ticino;2023;bestand_1_1;total;354023
21;Ticino;2023;bestand_31_12;total;357720
22;Vaud;2023;bestand_1_1;total;830431
22;Vaud;2023;bestand_31_12;total;845870
23;Valais / Wallis;2023;bestand_1_1;total;357282
23;Valais / Wallis;2023;bestand_31_12;total;365844
24;Neuchâtel;2023;bestand_1_1;total;176571
24;Neuchâtel;2023;bestand_31_12;total;178291
25;Genève;2023;bestand_1_1;total;514114
25;Genève;2023;bestand_31_12;total;524410
26;Jura;2023;bestand_1_1;total;73865
26;Jura;2023;bestand_31_12;total;74548
27;Ohne Angabe;2023;bestand_1_1;total;0
27;Ohne Angabe;2023;bestand_31_12;total;0
0;Schweiz;2024;bestand_1_1;total;8962258
0;Schweiz;2024;bestand_31_12;total;9051029
1;Zürich;2024;bestand_1_1;total;1605508
1;Zürich;2024;bestand_31_12;total;1620020
2;Bern / Berne;2024;bestand_1_1;total;1063533
2;Bern / Berne;2024;bestand_31_12;total;1071216
3;Luzern;2024;bestand_1_1;total;432744
3;Luzern;2024;bestand_31_12;total;437944
4;Uri;2024;bestand_1_1;total;37931
4;Uri;2024;bestand_31_12;total;38275
5;Schwyz;2024;bestand_1_1;total;167403
5;Schwyz;2024;bestand_31_12;total;168931
6;Obwalden;2024;bestand_1_1;total;39272
6;Obwalden;2024;bestand_31_12;total;39662
7;Nidwalden;2024;bestand_1_1;total;45016
7;Nidwalden;2024;bestand_31_12;total;45345
8;Glarus;2024;bestand_1_1;total;42056
8;Glarus;2024;bestand_31_12;total;42371
9;Zug;2024;bestand_1_1;total;132556
9;Zug;2024;bestand_31_12;total;133739
10;Fribourg / Freiburg;2024;bestand_1_1;total;341537
10;Fribourg / Freiburg;2024;bestand_31_12;total;346674
11;Solothurn;2024;bestand_1_1;total;286844
11;Solothurn;2024;bestand_31_12;total;289792
12;Basel-Stadt;2024;bestand_1_1;total;200031
12;Basel-Stadt;2024;bestand_31_12;total;201384
13;Basel-Landschaft;2024;bestand_1_1;total;298837
13;Basel-Landschaft;2024;bestand_31_12;total;301323
14;Schaffhausen;2024;bestand_1_1;total;87111
14;Schaffhausen;2024;bestand_31_12;total;88667
15;Appenzell Ausserrhoden;2024;bestand_1_1;total;56495
15;Appenzell Ausserrhoden;2024;bestand_31_12;total;56705
16;Appenzell Innerrhoden;2024;bestand_1_1;total;16585
16;Appenzell Innerrhoden;2024;bestand_31_12;total;16733
17;St. Gallen;2024;bestand_1_1;total;535114
17;St. Gallen;2024;bestand_31_12;total;540036
18;Graubünden / Grigioni / Grischun;2024;bestand_1_1;total;204888
18;Graubünden / Grigioni / Grischun;2024;bestand_31_12;total;206138
19;Aargau;2024;bestand_1_1;total;726894
19;Aargau;2024;bestand_31_12;total;735808
20;Thurgau;2024;bestand_1_1;total;295220
20;Thurgau;2024;bestand_31_12;total;299509
21;Ticino;2024;bestand_1_1;total;357720
21;Ticino;2024;bestand_31_12;total;358903
22;Vaud;2024;bestand_1_1;total;845870
22;Vaud;2024;bestand_31_12;total;855106
23;Valais / Wallis;2024;bestand_1_1;total;365844
23;Valais / Wallis;2024;bestand_31_12;total;371288
24;Neuchâtel;2024;bestand_1_1;total;178291
24;Neuchâtel;2024;bestand_31_12;total;179518
25;Genève;2024;bestand_1_1;total;524410
25;Genève;2024;bestand_31_12;total;531102
26;Jura;2024;bestand_1_1;total;74548
26;Jura;2024;bestand_31_12;total;74840
27;Ohne Angabe;2024;bestand_1_1;total;0
27;Ohne Angabe;2024;bestand_31_12;total;0
0;Schweiz;2025;bestand_1_1;total;9051029
0;Schweiz;2025;bestand_31_12;total;9127125
1;Zürich;2025;bestand_1_1;total;1620020
1;Zürich;2025;bestand_31_12;total;1632918
2;Bern / Berne;2025;bestand_1_1;total;1071216
2;Bern / Berne;2025;bestand_31_12;total;1076127
3;Luzern;2025;bestand_1_1;total;437944
3;Luzern;2025;bestand_31_12;total;441500
4;Uri;2025;bestand_1_1;total;38275
4;Uri;2025;bestand_31_12;total;38581
5;Schwyz;2025;bestand_1_1;total;168931
5;Schwyz;2025;bestand_31_12;total;170072
6;Obwalden;2025;bestand_1_1;total;39662
6;Obwalden;2025;bestand_31_12;total;39879
7;Nidwalden;2025;bestand_1_1;total;45345
7;Nidwalden;2025;bestand_31_12;total;45664
8;Glarus;2025;bestand_1_1;total;42371
8;Glarus;2025;bestand_31_12;total;42451
9;Zug;2025;bestand_1_1;total;133739
9;Zug;2025;bestand_31_12;total;135018
10;Fribourg / Freiburg;2025;bestand_1_1;total;346674
10;Fribourg / Freiburg;2025;bestand_31_12;total;350918
11;Solothurn;2025;bestand_1_1;total;289792
11;Solothurn;2025;bestand_31_12;total;291583
12;Basel-Stadt;2025;bestand_1_1;total;201384
12;Basel-Stadt;2025;bestand_31_12;total;204157
13;Basel-Landschaft;2025;bestand_1_1;total;301323
13;Basel-Landschaft;2025;bestand_31_12;total;303872
14;Schaffhausen;2025;bestand_1_1;total;88667
14;Schaffhausen;2025;bestand_31_12;total;90087
15;Appenzell Ausserrhoden;2025;bestand_1_1;total;56705
15;Appenzell Ausserrhoden;2025;bestand_31_12;total;57221
16;Appenzell Innerrhoden;2025;bestand_1_1;total;16733
16;Appenzell Innerrhoden;2025;bestand_31_12;total;16890
17;St. Gallen;2025;bestand_1_1;total;540036
17;St. Gallen;2025;bestand_31_12;total;544040
18;Graubünden / Grigioni / Grischun;2025;bestand_1_1;total;206138
18;Graubünden / Grigioni / Grischun;2025;bestand_31_12;total;207400
19;Aargau;2025;bestand_1_1;total;735808
19;Aargau;2025;bestand_31_12;total;743768
20;Thurgau;2025;bestand_1_1;total;299509
20;Thurgau;2025;bestand_31_12;total;302806
21;Ticino;2025;bestand_1_1;total;358903
21;Ticino;2025;bestand_31_12;total;359783
22;Vaud;2025;bestand_1_1;total;855106
22;Vaud;2025;bestand_31_12;total;863650
23;Valais / Wallis;2025;bestand_1_1;total;371288
23;Valais / Wallis;2025;bestand_31_12;total;376113
24;Neuchâtel;2025;bestand_1_1;total;179518
24;Neuchâtel;2025;bestand_31_12;total;180365
25;Genève;2025;bestand_1_1;total;531102
25;Genève;2025;bestand_31_12;total;537084
26;Jura;2025;bestand_1_1;total;74840
26;Jura;2025;bestand_31_12;total;75178
27;Ohne Angabe;2025;bestand_1_1;total;0
27;Ohne Angabe;2025;bestand_31_12;total;0
0;Schweiz;2008;bestand_31_12;schweiz;6032141
0;Schweiz;2008;bestand_31_12;ausland;1669715
1;Zürich;2008;bestand_31_12;schweiz;1019182
1;Zürich;2008;bestand_31_12;ausland;313545
2;Bern / Berne;2008;bestand_31_12;schweiz;845650
2;Bern / Berne;2008;bestand_31_12;ausland;123649
3;Luzern;2008;bestand_31_12;schweiz;309007
3;Luzern;2008;bestand_31_12;ausland;59735
4;Uri;2008;bestand_31_12;schweiz;31945
4;Uri;2008;bestand_31_12;ausland;3217
5;Schwyz;2008;bestand_31_12;schweiz;118044
5;Schwyz;2008;bestand_31_12;ausland;25675
6;Obwalden;2008;bestand_31_12;schweiz;30153
6;Obwalden;2008;bestand_31_12;ausland;4276
7;Nidwalden;2008;bestand_31_12;schweiz;36434
7;Nidwalden;2008;bestand_31_12;ausland;4303
8;Glarus;2008;bestand_31_12;schweiz;30940
8;Glarus;2008;bestand_31_12;ausland;7430
9;Zug;2008;bestand_31_12;schweiz;85097
9;Zug;2008;bestand_31_12;ausland;25287
10;Fribourg / Freiburg;2008;bestand_31_12;schweiz;222471
10;Fribourg / Freiburg;2008;bestand_31_12;ausland;46066
11;Solothurn;2008;bestand_31_12;schweiz;203509
11;Solothurn;2008;bestand_31_12;ausland;48321
12;Basel-Stadt;2008;bestand_31_12;schweiz;129290
12;Basel-Stadt;2008;bestand_31_12;ausland;57382
13;Basel-Landschaft;2008;bestand_31_12;schweiz;220967
13;Basel-Landschaft;2008;bestand_31_12;ausland;50247
14;Schaffhausen;2008;bestand_31_12;schweiz;58291
14;Schaffhausen;2008;bestand_31_12;ausland;17012
15;Appenzell Ausserrhoden;2008;bestand_31_12;schweiz;45775
15;Appenzell Ausserrhoden;2008;bestand_31_12;ausland;7279
16;Appenzell Innerrhoden;2008;bestand_31_12;schweiz;13984
16;Appenzell Innerrhoden;2008;bestand_31_12;ausland;1565
17;St. Gallen;2008;bestand_31_12;schweiz;369971
17;St. Gallen;2008;bestand_31_12;ausland;101181
18;Graubünden / Grigioni / Grischun;2008;bestand_31_12;schweiz;160840
18;Graubünden / Grigioni / Grischun;2008;bestand_31_12;ausland;29619
19;Aargau;2008;bestand_31_12;schweiz;467649
19;Aargau;2008;bestand_31_12;ausland;123983
20;Thurgau;2008;bestand_31_12;schweiz;191942
20;Thurgau;2008;bestand_31_12;ausland;49869
21;Ticino;2008;bestand_31_12;schweiz;248274
21;Ticino;2008;bestand_31_12;ausland;84462
22;Vaud;2008;bestand_31_12;schweiz;482317
22;Vaud;2008;bestand_31_12;ausland;205928
23;Valais / Wallis;2008;bestand_31_12;schweiz;242684
23;Valais / Wallis;2008;bestand_31_12;ausland;60557
24;Neuchâtel;2008;bestand_31_12;schweiz;130331
24;Neuchâtel;2008;bestand_31_12;ausland;40593
25;Genève;2008;bestand_31_12;schweiz;276012
25;Genève;2008;bestand_31_12;ausland;170094
26;Jura;2008;bestand_31_12;schweiz;61382
26;Jura;2008;bestand_31_12;ausland;8440
27;Ohne Angabe;2008;bestand_31_12;schweiz;0
27;Ohne Angabe;2008;bestand_31_12;ausland;0
0;Schweiz;2009;bestand_31_12;schweiz;6071802
0;Schweiz;2009;bestand_31_12;ausland;1714004
1;Zürich;2009;bestand_31_12;schweiz;1031109
1;Zürich;2009;bestand_31_12;ausland;320188
2;Bern / Berne;2009;bestand_31_12;schweiz;847153
2;Bern / Berne;2009;bestand_31_12;ausland;127082
3;Luzern;2009;bestand_31_12;schweiz;311967
3;Luzern;2009;bestand_31_12;ausland;60997
4;Uri;2009;bestand_31_12;schweiz;32005
4;Uri;2009;bestand_31_12;ausland;3330
5;Schwyz;2009;bestand_31_12;schweiz;118574
5;Schwyz;2009;bestand_31_12;ausland;26112
6;Obwalden;2009;bestand_31_12;schweiz;30524
6;Obwalden;2009;bestand_31_12;ausland;4508
7;Nidwalden;2009;bestand_31_12;schweiz;36415
7;Nidwalden;2009;bestand_31_12;ausland;4379
8;Glarus;2009;bestand_31_12;schweiz;30866
8;Glarus;2009;bestand_31_12;ausland;7613
9;Zug;2009;bestand_31_12;schweiz;85007
9;Zug;2009;bestand_31_12;ausland;25883
10;Fribourg / Freiburg;2009;bestand_31_12;schweiz;224802
10;Fribourg / Freiburg;2009;bestand_31_12;ausland;48357
11;Solothurn;2009;bestand_31_12;schweiz;203859
11;Solothurn;2009;bestand_31_12;ausland;48889
12;Basel-Stadt;2009;bestand_31_12;schweiz;128716
12;Basel-Stadt;2009;bestand_31_12;ausland;59182
13;Basel-Landschaft;2009;bestand_31_12;schweiz;221119
13;Basel-Landschaft;2009;bestand_31_12;ausland;51696
14;Schaffhausen;2009;bestand_31_12;schweiz;58358
14;Schaffhausen;2009;bestand_31_12;ausland;17299
15;Appenzell Ausserrhoden;2009;bestand_31_12;schweiz;45693
15;Appenzell Ausserrhoden;2009;bestand_31_12;ausland;7350
16;Appenzell Innerrhoden;2009;bestand_31_12;schweiz;14112
16;Appenzell Innerrhoden;2009;bestand_31_12;ausland;1569
17;St. Gallen;2009;bestand_31_12;schweiz;371609
17;St. Gallen;2009;bestand_31_12;ausland;103067
18;Graubünden / Grigioni / Grischun;2009;bestand_31_12;schweiz;160928
18;Graubünden / Grigioni / Grischun;2009;bestand_31_12;ausland;30933
19;Aargau;2009;bestand_31_12;schweiz;471283
19;Aargau;2009;bestand_31_12;ausland;128757
20;Thurgau;2009;bestand_31_12;schweiz;193511
20;Thurgau;2009;bestand_31_12;ausland;51294
21;Ticino;2009;bestand_31_12;schweiz;250381
21;Ticino;2009;bestand_31_12;ausland;85339
22;Vaud;2009;bestand_31_12;schweiz;487907
22;Vaud;2009;bestand_31_12;ausland;213619
23;Valais / Wallis;2009;bestand_31_12;schweiz;244598
23;Valais / Wallis;2009;bestand_31_12;ausland;62794
24;Neuchâtel;2009;bestand_31_12;schweiz;131981
24;Neuchâtel;2009;bestand_31_12;ausland;39666
25;Genève;2009;bestand_31_12;schweiz;277814
25;Genève;2009;bestand_31_12;ausland;175478
26;Jura;2009;bestand_31_12;schweiz;61511
26;Jura;2009;bestand_31_12;ausland;8623
27;Ohne Angabe;2009;bestand_31_12;schweiz;0
27;Ohne Angabe;2009;bestand_31_12;ausland;0
0;Schweiz;2010;bestand_31_12;schweiz;6109654
0;Schweiz;2010;bestand_31_12;ausland;1754358
1;Zürich;2010;bestand_31_12;schweiz;1042179
1;Zürich;2010;bestand_31_12;ausland;326643
2;Bern / Berne;2010;bestand_31_12;schweiz;848523
2;Bern / Berne;2010;bestand_31_12;ausland;129725
3;Luzern;2010;bestand_31_12;schweiz;314739
3;Luzern;2010;bestand_31_12;ausland;61656
4;Uri;2010;bestand_31_12;schweiz;31964
4;Uri;2010;bestand_31_12;ausland;3337
5;Schwyz;2010;bestand_31_12;schweiz;119331
5;Schwyz;2010;bestand_31_12;ausland;26954
6;Obwalden;2010;bestand_31_12;schweiz;30834
6;Obwalden;2010;bestand_31_12;ausland;4658
7;Nidwalden;2010;bestand_31_12;schweiz;36376
7;Nidwalden;2010;bestand_31_12;ausland;4546
8;Glarus;2010;bestand_31_12;schweiz;30769
8;Glarus;2010;bestand_31_12;ausland;7799
9;Zug;2010;bestand_31_12;schweiz;85483
9;Zug;2010;bestand_31_12;ausland;26754
10;Fribourg / Freiburg;2010;bestand_31_12;schweiz;227352
10;Fribourg / Freiburg;2010;bestand_31_12;ausland;50472
11;Solothurn;2010;bestand_31_12;schweiz;204677
11;Solothurn;2010;bestand_31_12;ausland;50081
12;Basel-Stadt;2010;bestand_31_12;schweiz;128341
12;Basel-Stadt;2010;bestand_31_12;ausland;61090
13;Basel-Landschaft;2010;bestand_31_12;schweiz;221454
13;Basel-Landschaft;2010;bestand_31_12;ausland;52433
14;Schaffhausen;2010;bestand_31_12;schweiz;58754
14;Schaffhausen;2010;bestand_31_12;ausland;17591
15;Appenzell Ausserrhoden;2010;bestand_31_12;schweiz;45533
15;Appenzell Ausserrhoden;2010;bestand_31_12;ausland;7405
16;Appenzell Innerrhoden;2010;bestand_31_12;schweiz;14121
16;Appenzell Innerrhoden;2010;bestand_31_12;ausland;1534
17;St. Gallen;2010;bestand_31_12;schweiz;373951
17;St. Gallen;2010;bestand_31_12;ausland;103795
18;Graubünden / Grigioni / Grischun;2010;bestand_31_12;schweiz;160986
18;Graubünden / Grigioni / Grischun;2010;bestand_31_12;ausland;31716
19;Aargau;2010;bestand_31_12;schweiz;475774
19;Aargau;2010;bestand_31_12;ausland;132525
20;Thurgau;2010;bestand_31_12;schweiz;194671
20;Thurgau;2010;bestand_31_12;ausland;53110
21;Ticino;2010;bestand_31_12;schweiz;251641
21;Ticino;2010;bestand_31_12;ausland;88305
22;Vaud;2010;bestand_31_12;schweiz;492312
22;Vaud;2010;bestand_31_12;ausland;219506
23;Valais / Wallis;2010;bestand_31_12;schweiz;247101
23;Valais / Wallis;2010;bestand_31_12;ausland;64884
24;Neuchâtel;2010;bestand_31_12;schweiz;132436
24;Neuchâtel;2010;bestand_31_12;ausland;39468
25;Genève;2010;bestand_31_12;schweiz;278845
25;Genève;2010;bestand_31_12;ausland;179714
26;Jura;2010;bestand_31_12;schweiz;61507
26;Jura;2010;bestand_31_12;ausland;8657
27;Ohne Angabe;2010;bestand_31_12;schweiz;0
27;Ohne Angabe;2010;bestand_31_12;ausland;0
0;Schweiz;2011;bestand_31_12;schweiz;6138668
0;Schweiz;2011;bestand_31_12;ausland;1815994
1;Zürich;2011;bestand_31_12;schweiz;1050188
1;Zürich;2011;bestand_31_12;ausland;342208
2;Bern / Berne;2011;bestand_31_12;schweiz;850187
2;Bern / Berne;2011;bestand_31_12;ausland;134813
3;Luzern;2011;bestand_31_12;schweiz;317823
3;Luzern;2011;bestand_31_12;ausland;64143
4;Uri;2011;bestand_31_12;schweiz;31907
4;Uri;2011;bestand_31_12;ausland;3475
5;Schwyz;2011;bestand_31_12;schweiz;120013
5;Schwyz;2011;bestand_31_12;ausland;27891
6;Obwalden;2011;bestand_31_12;schweiz;30969
6;Obwalden;2011;bestand_31_12;ausland;4916
7;Nidwalden;2011;bestand_31_12;schweiz;36441
7;Nidwalden;2011;bestand_31_12;ausland;4870
8;Glarus;2011;bestand_31_12;schweiz;30842
8;Glarus;2011;bestand_31_12;ausland;8375
9;Zug;2011;bestand_31_12;schweiz;86748
9;Zug;2011;bestand_31_12;ausland;28356
10;Fribourg / Freiburg;2011;bestand_31_12;schweiz;230384
10;Fribourg / Freiburg;2011;bestand_31_12;ausland;54330
11;Solothurn;2011;bestand_31_12;schweiz;206325
11;Solothurn;2011;bestand_31_12;ausland;50665
12;Basel-Stadt;2011;bestand_31_12;schweiz;124589
12;Basel-Stadt;2011;bestand_31_12;ausland;61666
13;Basel-Landschaft;2011;bestand_31_12;schweiz;221306
13;Basel-Landschaft;2011;bestand_31_12;ausland;54054
14;Schaffhausen;2011;bestand_31_12;schweiz;58950
14;Schaffhausen;2011;bestand_31_12;ausland;18189
15;Appenzell Ausserrhoden;2011;bestand_31_12;schweiz;45608
15;Appenzell Ausserrhoden;2011;bestand_31_12;ausland;7705
16;Appenzell Innerrhoden;2011;bestand_31_12;schweiz;14153
16;Appenzell Innerrhoden;2011;bestand_31_12;ausland;1590
17;St. Gallen;2011;bestand_31_12;schweiz;376226
17;St. Gallen;2011;bestand_31_12;ausland;106930
18;Graubünden / Grigioni / Grischun;2011;bestand_31_12;schweiz;160504
18;Graubünden / Grigioni / Grischun;2011;bestand_31_12;ausland;32884
19;Aargau;2011;bestand_31_12;schweiz;480532
19;Aargau;2011;bestand_31_12;ausland;137766
20;Thurgau;2011;bestand_31_12;schweiz;196272
20;Thurgau;2011;bestand_31_12;ausland;55701
21;Ticino;2011;bestand_31_12;schweiz;248599
21;Ticino;2011;bestand_31_12;ausland;88344
22;Vaud;2011;bestand_31_12;schweiz;496720
22;Vaud;2011;bestand_31_12;ausland;229224
23;Valais / Wallis;2011;bestand_31_12;schweiz;249788
23;Valais / Wallis;2011;bestand_31_12;ausland;67234
24;Neuchâtel;2011;bestand_31_12;schweiz;132685
24;Neuchâtel;2011;bestand_31_12;ausland;40498
25;Genève;2011;bestand_31_12;schweiz;279309
25;Genève;2011;bestand_31_12;ausland;181225
26;Jura;2011;bestand_31_12;schweiz;61600
26;Jura;2011;bestand_31_12;ausland;8942
27;Ohne Angabe;2011;bestand_31_12;schweiz;0
27;Ohne Angabe;2011;bestand_31_12;ausland;0
0;Schweiz;2012;bestand_31_12;schweiz;6169091
0;Schweiz;2012;bestand_31_12;ausland;1869969
1;Zürich;2012;bestand_31_12;schweiz;1057472
1;Zürich;2012;bestand_31_12;ausland;351103
2;Bern / Berne;2012;bestand_31_12;schweiz;853553
2;Bern / Berne;2012;bestand_31_12;ausland;139014
3;Luzern;2012;bestand_31_12;schweiz;320628
3;Luzern;2012;bestand_31_12;ausland;65454
4;Uri;2012;bestand_31_12;schweiz;31938
4;Uri;2012;bestand_31_12;ausland;3755
5;Schwyz;2012;bestand_31_12;schweiz;120856
