kanton_code;kanton;jahr;komponente;staatsangehoerigkeit;personen
0;Schweiz;2011;bestand_31_12;total;7954662
1;Zürich;2011;bestand_1_1;total;1373068
1;Zürich;2011;bestand_31_12;total;1392396
2;Bern / Berne;2011;bestand_1_1;total;979754
2;Bern / Berne;2011;bestand_31_12;total;985000
3;Luzern;2011;bestand_1_1;total;377610
3;Luzern;2011;bestand_31_12;total;381966
4;Uri;2011;bestand_1_1;total;35422
4;Uri;2011;bestand_31_12;total;35382
5;Schwyz;2011;bestand_1_1;total;146730
5;Schwyz;2011;bestand_31_12;total;147904
6;Obwalden;2011;bestand_1_1;total;35585
6;Obwalden;2011;bestand_31_12;total;35885
7;Nidwalden;2011;bestand_1_1;total;41024
7;Nidwalden;2011;bestand_31_12;total;41311
8;Glarus;2011;bestand_1_1;total;38608
8;Glarus;2011;bestand_31_12;total;39217
9;Zug;2011;bestand_1_1;total;113105
9;Zug;2011;bestand_31_12;total;115104
10;Fribourg / Freiburg;2011;bestand_1_1;total;278541
10;Fribourg / Freiburg;2011;bestand_31_12;total;284714
11;Solothurn;2011;bestand_1_1;total;255284
11;Solothurn;2011;bestand_31_12;total;256990
12;Basel-Stadt;2011;bestand_1_1;total;184950
12;Basel-Stadt;2011;bestand_31_12;total;186255
13;Basel-Landschaft;2011;bestand_1_1;total;274404
13;Basel-Landschaft;2011;bestand_31_12;total;275360
14;Schaffhausen;2011;bestand_1_1;total;76356
14;Schaffhausen;2011;bestand_31_12;total;77139
15;Appenzell Ausserrhoden;2011;bestand_1_1;total;53017
15;Appenzell Ausserrhoden;2011;bestand_31_12;total;53313
16;Appenzell Innerrhoden;2011;bestand_1_1;total;15688
16;Appenzell Innerrhoden;2011;bestand_31_12;total;15743
17;St. Gallen;2011;bestand_1_1;total;478907
17;St. Gallen;2011;bestand_31_12;total;483156
18;Graubünden / Grigioni / Grischun;2011;bestand_1_1;total;192621
18;Graubünden / Grigioni / Grischun;2011;bestand_31_12;total;193388
19;Aargau;2011;bestand_1_1;total;611466
19;Aargau;2011;bestand_31_12;total;618298
20;Thurgau;2011;bestand_1_1;total;248444
20;Thurgau;2011;bestand_31_12;total;251973
21;Ticino;2011;bestand_1_1;total;333753
21;Ticino;2011;bestand_31_12;total;336943
22;Vaud;2011;bestand_1_1;total;713281
22;Vaud;2011;bestand_31_12;total;725944
23;Valais / Wallis;2011;bestand_1_1;total;312684
23;Valais / Wallis;2011;bestand_31_12;total;317022
24;Neuchâtel;2011;bestand_1_1;total;172085
24;Neuchâtel;2011;bestand_31_12;total;173183
25;Genève;2011;bestand_1_1;total;457715
25;Genève;2011;bestand_31_12;total;460534
26;Jura;2011;bestand_1_1;total;70032
26;Jura;2011;bestand_31_12;total;70542
27;Ohne Angabe;2011;bestand_1_1;total;0
27;Ohne Angabe;2011;bestand_31_12;total;0
0;Schweiz;2012;bestand_1_1;total;7954662
0;Schweiz;2012;bestand_31_12;total;8039060
1;Zürich;2012;bestand_1_1;total;1392396
1;Zürich;2012;bestand_31_12;total;1408575
2;Bern / Berne;2012;bestand_1_1;total;985000
2;Bern / Berne;2012;bestand_31_12;total;992567
3;Luzern;2012;bestand_1_1;total;381966
3;Luzern;2012;bestand_31_12;total;386082
4;Uri;2012;bestand_1_1;total;35382
4;Uri;2012;bestand_31_12;total;35693
5;Schwyz;2012;bestand_1_1;total;147904
5;Schwyz;2012;bestand_31_12;total;149830
6;Obwalden;2012;bestand_1_1;total;35885
6;Obwalden;2012;bestand_31_12;total;36115
7;Nidwalden;2012;bestand_1_1;total;41311
7;Nidwalden;2012;bestand_31_12;total;41584
8;Glarus;2012;bestand_1_1;total;39217
8;Glarus;2012;bestand_31_12;total;39369
9;Zug;2012;bestand_1_1;total;115104
9;Zug;2012;bestand_31_12;total;116575
10;Fribourg / Freiburg;2012;bestand_1_1;total;284714
10;Fribourg / Freiburg;2012;bestand_31_12;total;291445
11;Solothurn;2012;bestand_1_1;total;256990
11;Solothurn;2012;bestand_31_12;total;259283
12;Basel-Stadt;2012;bestand_1_1;total;186255
12;Basel-Stadt;2012;bestand_31_12;total;187425
13;Basel-Landschaft;2012;bestand_1_1;total;275360
13;Basel-Landschaft;2012;bestand_31_12;total;276537
14;Schaffhausen;2012;bestand_1_1;total;77139
14;Schaffhausen;2012;bestand_31_12;total;77955
15;Appenzell Ausserrhoden;2012;bestand_1_1;total;53313
15;Appenzell Ausserrhoden;2012;bestand_31_12;total;53438
16;Appenzell Innerrhoden;2012;bestand_1_1;total;15743
16;Appenzell Innerrhoden;2012;bestand_31_12;total;15717
17;St. Gallen;2012;bestand_1_1;total;483156
17;St. Gallen;2012;bestand_31_12;total;487060
18;Graubünden / Grigioni / Grischun;2012;bestand_1_1;total;193388
18;Graubünden / Grigioni / Grischun;2012;bestand_31_12;total;193920
19;Aargau;2012;bestand_1_1;total;618298
19;Aargau;2012;bestand_31_12;total;627340
20;Thurgau;2012;bestand_1_1;total;251973
20;Thurgau;2012;bestand_31_12;total;256213
21;Ticino;2012;bestand_1_1;total;336943
21;Ticino;2012;bestand_31_12;total;341652
22;Vaud;2012;bestand_1_1;total;725944
22;Vaud;2012;bestand_31_12;total;734356
23;Valais / Wallis;2012;bestand_1_1;total;317022
23;Valais / Wallis;2012;bestand_31_12;total;321732
24;Neuchâtel;2012;bestand_1_1;total;173183
24;Neuchâtel;2012;bestand_31_12;total;174554
25;Genève;2012;bestand_1_1;total;460534
25;Genève;2012;bestand_31_12;total;463101
26;Jura;2012;bestand_1_1;total;70542
26;Jura;2012;bestand_31_12;total;70942
27;Ohne Angabe;2012;bestand_1_1;total;0
27;Ohne Angabe;2012;bestand_31_12;total;0
0;Schweiz;2013;bestand_1_1;total;8039060
0;Schweiz;2013;bestand_31_12;total;8139631
1;Zürich;2013;bestand_1_1;total;1408575
1;Zürich;2013;bestand_31_12;total;1425538
2;Bern / Berne;2013;bestand_1_1;total;992567
2;Bern / Berne;2013;bestand_31_12;total;1001232
3;Luzern;2013;bestand_1_1;total;386082
3;Luzern;2013;bestand_31_12;total;390349
4;Uri;2013;bestand_1_1;total;35693
4;Uri;2013;bestand_31_12;total;35865
5;Schwyz;2013;bestand_1_1;total;149830
5;Schwyz;2013;bestand_31_12;total;151396
6;Obwalden;2013;bestand_1_1;total;36115
6;Obwalden;2013;bestand_31_12;total;36507
7;Nidwalden;2013;bestand_1_1;total;41584
7;Nidwalden;2013;bestand_31_12;total;41888
8;Glarus;2013;bestand_1_1;total;39369
8;Glarus;2013;bestand_31_12;total;39593
9;Zug;2013;bestand_1_1;total;116575
9;Zug;2013;bestand_31_12;total;118118
10;Fribourg / Freiburg;2013;bestand_1_1;total;291445
10;Fribourg / Freiburg;2013;bestand_31_12;total;297671
11;Solothurn;2013;bestand_1_1;total;259283
11;Solothurn;2013;bestand_31_12;total;261437
12;Basel-Stadt;2013;bestand_1_1;total;187425
12;Basel-Stadt;2013;bestand_31_12;total;189335
13;Basel-Landschaft;2013;bestand_1_1;total;276537
13;Basel-Landschaft;2013;bestand_31_12;total;278656
14;Schaffhausen;2013;bestand_1_1;total;77955
14;Schaffhausen;2013;bestand_31_12;total;78783
15;Appenzell Ausserrhoden;2013;bestand_1_1;total;53438
15;Appenzell Ausserrhoden;2013;bestand_31_12;total;53691
16;Appenzell Innerrhoden;2013;bestand_1_1;total;15717
16;Appenzell Innerrhoden;2013;bestand_31_12;total;15778
17;St. Gallen;2013;bestand_1_1;total;487060
17;St. Gallen;2013;bestand_31_12;total;491699
18;Graubünden / Grigioni / Grischun;2013;bestand_1_1;total;193920
18;Graubünden / Grigioni / Grischun;2013;bestand_31_12;total;194959
19;Aargau;2013;bestand_1_1;total;627340
19;Aargau;2013;bestand_31_12;total;636362
20;Thurgau;2013;bestand_1_1;total;256213
20;Thurgau;2013;bestand_31_12;total;260278
21;Ticino;2013;bestand_1_1;total;341652
21;Ticino;2013;bestand_31_12;total;346539
22;Vaud;2013;bestand_1_1;total;734356
22;Vaud;2013;bestand_31_12;total;749373
23;Valais / Wallis;2013;bestand_1_1;total;321732
23;Valais / Wallis;2013;bestand_31_12;total;327011
24;Neuchâtel;2013;bestand_1_1;total;174554
24;Neuchâtel;2013;bestand_31_12;total;176402
25;Genève;2013;bestand_1_1;total;463101
25;Genève;2013;bestand_31_12;total;469433
26;Jura;2013;bestand_1_1;total;70942
26;Jura;2013;bestand_31_12;total;71738
27;Ohne Angabe;2013;bestand_1_1;total;0
27;Ohne Angabe;2013;bestand_31_12;total;0
0;Schweiz;2014;bestand_1_1;total;8139631
0;Schweiz;2014;bestand_31_12;total;8237666
1;Zürich;2014;bestand_1_1;total;1425538
1;Zürich;2014;bestand_31_12;total;1446354
2;Bern / Berne;2014;bestand_1_1;total;1001232
2;Bern / Berne;2014;bestand_31_12;total;1009370
3;Luzern;2014;bestand_1_1;total;390349
3;Luzern;2014;bestand_31_12;total;394604
4;Uri;2014;bestand_1_1;total;35865
4;Uri;2014;bestand_31_12;total;36008
5;Schwyz;2014;bestand_1_1;total;151396
5;Schwyz;2014;bestand_31_12;total;152759
6;Obwalden;2014;bestand_1_1;total;36507
6;Obwalden;2014;bestand_31_12;total;36834
7;Nidwalden;2014;bestand_1_1;total;41888
7;Nidwalden;2014;bestand_31_12;total;42080
8;Glarus;2014;bestand_1_1;total;39593
8;Glarus;2014;bestand_31_12;total;39794
9;Zug;2014;bestand_1_1;total;118118
9;Zug;2014;bestand_31_12;total;120089
10;Fribourg / Freiburg;2014;bestand_1_1;total;297671
10;Fribourg / Freiburg;2014;bestand_31_12;total;303425
11;Solothurn;2014;bestand_1_1;total;261437
11;Solothurn;2014;bestand_31_12;total;263719
12;Basel-Stadt;2014;bestand_1_1;total;189335
12;Basel-Stadt;2014;bestand_31_12;total;190580
13;Basel-Landschaft;2014;bestand_1_1;total;278656
13;Basel-Landschaft;2014;bestand_31_12;total;281301
14;Schaffhausen;2014;bestand_1_1;total;78783
14;Schaffhausen;2014;bestand_31_12;total;79417
15;Appenzell Ausserrhoden;2014;bestand_1_1;total;53691
15;Appenzell Ausserrhoden;2014;bestand_31_12;total;54064
16;Appenzell Innerrhoden;2014;bestand_1_1;total;15778
16;Appenzell Innerrhoden;2014;bestand_31_12;total;15854
17;St. Gallen;2014;bestand_1_1;total;491699
17;St. Gallen;2014;bestand_31_12;total;495824
18;Graubünden / Grigioni / Grischun;2014;bestand_1_1;total;194959
18;Graubünden / Grigioni / Grischun;2014;bestand_31_12;total;195886
19;Aargau;2014;bestand_1_1;total;636362
19;Aargau;2014;bestand_31_12;total;645277
20;Thurgau;2014;bestand_1_1;total;260278
20;Thurgau;2014;bestand_31_12;total;263733
21;Ticino;2014;bestand_1_1;total;346539
21;Ticino;2014;bestand_31_12;total;350363
22;Vaud;2014;bestand_1_1;total;749373
22;Vaud;2014;bestand_31_12;total;761446
23;Valais / Wallis;2014;bestand_1_1;total;327011
23;Valais / Wallis;2014;bestand_31_12;total;331763
24;Neuchâtel;2014;bestand_1_1;total;176402
24;Neuchâtel;2014;bestand_31_12;total;177327
25;Genève;2014;bestand_1_1;total;469433
25;Genève;2014;bestand_31_12;total;477385
26;Jura;2014;bestand_1_1;total;71738
26;Jura;2014;bestand_31_12;total;72410
27;Ohne Angabe;2014;bestand_1_1;total;0
27;Ohne Angabe;2014;bestand_31_12;total;0
0;Schweiz;2015;bestand_1_1;total;8237666
0;Schweiz;2015;bestand_31_12;total;8327126
1;Zürich;2015;bestand_1_1;total;1446354
1;Zürich;2015;bestand_31_12;total;1466424
2;Bern / Berne;2015;bestand_1_1;total;1009370
2;Bern / Berne;2015;bestand_31_12;total;1017434
3;Luzern;2015;bestand_1_1;total;394604
3;Luzern;2015;bestand_31_12;total;398762
4;Uri;2015;bestand_1_1;total;36008
4;Uri;2015;bestand_31_12;total;35973
5;Schwyz;2015;bestand_1_1;total;152759
5;Schwyz;2015;bestand_31_12;total;154093
6;Obwalden;2015;bestand_1_1;total;36834
6;Obwalden;2015;bestand_31_12;total;37076
7;Nidwalden;2015;bestand_1_1;total;42080
7;Nidwalden;2015;bestand_31_12;total;42420
8;Glarus;2015;bestand_1_1;total;39794
8;Glarus;2015;bestand_31_12;total;40028
9;Zug;2015;bestand_1_1;total;120089
9;Zug;2015;bestand_31_12;total;122134
10;Fribourg / Freiburg;2015;bestand_1_1;total;303425
10;Fribourg / Freiburg;2015;bestand_31_12;total;307510
11;Solothurn;2015;bestand_1_1;total;263719
11;Solothurn;2015;bestand_31_12;total;266418
12;Basel-Stadt;2015;bestand_1_1;total;190580
12;Basel-Stadt;2015;bestand_31_12;total;191817
13;Basel-Landschaft;2015;bestand_1_1;total;281301
13;Basel-Landschaft;2015;bestand_31_12;total;283231
14;Schaffhausen;2015;bestand_1_1;total;79417
14;Schaffhausen;2015;bestand_31_12;total;79836
15;Appenzell Ausserrhoden;2015;bestand_1_1;total;54064
15;Appenzell Ausserrhoden;2015;bestand_31_12;total;54543
16;Appenzell Innerrhoden;2015;bestand_1_1;total;15854
16;Appenzell Innerrhoden;2015;bestand_31_12;total;15974
17;St. Gallen;2015;bestand_1_1;total;495824
17;St. Gallen;2015;bestand_31_12;total;499065
18;Graubünden / Grigioni / Grischun;2015;bestand_1_1;total;195886
18;Graubünden / Grigioni / Grischun;2015;bestand_31_12;total;196610
19;Aargau;2015;bestand_1_1;total;645277
19;Aargau;2015;bestand_31_12;total;653675
20;Thurgau;2015;bestand_1_1;total;263733
20;Thurgau;2015;bestand_31_12;total;267429
21;Ticino;2015;bestand_1_1;total;350363
21;Ticino;2015;bestand_31_12;total;351946
22;Vaud;2015;bestand_1_1;total;761446
22;Vaud;2015;bestand_31_12;total;773407
23;Valais / Wallis;2015;bestand_1_1;total;331763
23;Valais / Wallis;2015;bestand_31_12;total;335696
24;Neuchâtel;2015;bestand_1_1;total;177327
24;Neuchâtel;2015;bestand_31_12;total;178107
25;Genève;2015;bestand_1_1;total;477385
25;Genève;2015;bestand_31_12;total;484736
26;Jura;2015;bestand_1_1;total;72410
26;Jura;2015;bestand_31_12;total;72782
27;Ohne Angabe;2015;bestand_1_1;total;0
27;Ohne Angabe;2015;bestand_31_12;total;0
0;Schweiz;2016;bestand_1_1;total;8327126
0;Schweiz;2016;bestand_31_12;total;8419550
1;Zürich;2016;bestand_1_1;total;1466424
1;Zürich;2016;bestand_31_12;total;1487969
2;Bern / Berne;2016;bestand_1_1;total;1017434
2;Bern / Berne;2016;bestand_31_12;total;1026464
3;Luzern;2016;bestand_1_1;total;398762
3;Luzern;2016;bestand_31_12;total;403397
4;Uri;2016;bestand_1_1;total;35973
4;Uri;2016;bestand_31_12;total;36145
5;Schwyz;2016;bestand_1_1;total;154093
5;Schwyz;2016;bestand_31_12;total;155863
6;Obwalden;2016;bestand_1_1;total;37076
6;Obwalden;2016;bestand_31_12;total;37378
7;Nidwalden;2016;bestand_1_1;total;42420
7;Nidwalden;2016;bestand_31_12;total;42556
8;Glarus;2016;bestand_1_1;total;40028
8;Glarus;2016;bestand_31_12;total;40147
9;Zug;2016;bestand_1_1;total;122134
9;Zug;2016;bestand_31_12;total;123948
10;Fribourg / Freiburg;2016;bestand_1_1;total;307510
10;Fribourg / Freiburg;2016;bestand_31_12;total;311963
11;Solothurn;2016;bestand_1_1;total;266418
11;Solothurn;2016;bestand_31_12;total;269441
12;Basel-Stadt;2016;bestand_1_1;total;191817
12;Basel-Stadt;2016;bestand_31_12;total;193070
13;Basel-Landschaft;2016;bestand_1_1;total;283231
13;Basel-Landschaft;2016;bestand_31_12;total;285624
14;Schaffhausen;2016;bestand_1_1;total;79836
14;Schaffhausen;2016;bestand_31_12;total;80769
15;Appenzell Ausserrhoden;2016;bestand_1_1;total;54543
15;Appenzell Ausserrhoden;2016;bestand_31_12;total;54954
16;Appenzell Innerrhoden;2016;bestand_1_1;total;15974
16;Appenzell Innerrhoden;2016;bestand_31_12;total;16003
17;St. Gallen;2016;bestand_1_1;total;499065
17;St. Gallen;2016;bestand_31_12;total;502552
18;Graubünden / Grigioni / Grischun;2016;bestand_1_1;total;196610
18;Graubünden / Grigioni / Grischun;2016;bestand_31_12;total;197550
19;Aargau;2016;bestand_1_1;total;653675
19;Aargau;2016;bestand_31_12;total;663462
20;Thurgau;2016;bestand_1_1;total;267429
20;Thurgau;2016;bestand_31_12;total;270709
21;Ticino;2016;bestand_1_1;total;351946
21;Ticino;2016;bestand_31_12;total;354375
22;Vaud;2016;bestand_1_1;total;773407
22;Vaud;2016;bestand_31_12;total;784822
23;Valais / Wallis;2016;bestand_1_1;total;335696
23;Valais / Wallis;2016;bestand_31_12;total;339176
24;Neuchâtel;2016;bestand_1_1;total;178107
24;Neuchâtel;2016;bestand_31_12;total;178567
25;Genève;2016;bestand_1_1;total;484736
25;Genève;2016;bestand_31_12;total;489524
26;Jura;2016;bestand_1_1;total;72782
26;Jura;2016;bestand_31_12;total;73122
27;Ohne Angabe;2016;bestand_1_1;total;0
27;Ohne Angabe;2016;bestand_31_12;total;0
0;Schweiz;2017;bestand_1_1;total;8419550
0;Schweiz;2017;bestand_31_12;total;8484130
1;Zürich;2017;bestand_1_1;total;1487969
1;Zürich;2017;bestand_31_12;total;1504346
2;Bern / Berne;2017;bestand_1_1;total;1026464
2;Bern / Berne;2017;bestand_31_12;total;1031080
3;Luzern;2017;bestand_1_1;total;403397
3;Luzern;2017;bestand_31_12;total;406506
4;Uri;2017;bestand_1_1;total;36145
4;Uri;2017;bestand_31_12;total;36299
5;Schwyz;2017;bestand_1_1;total;155863
5;Schwyz;2017;bestand_31_12;total;157301
6;Obwalden;2017;bestand_1_1;total;37378
6;Obwalden;2017;bestand_31_12;total;37575
7;Nidwalden;2017;bestand_1_1;total;42556
7;Nidwalden;2017;bestand_31_12;total;42969
8;Glarus;2017;bestand_1_1;total;40147
8;Glarus;2017;bestand_31_12;total;40349
9;Zug;2017;bestand_1_1;total;123948
9;Zug;2017;bestand_31_12;total;125421
10;Fribourg / Freiburg;2017;bestand_1_1;total;311963
10;Fribourg / Freiburg;2017;bestand_31_12;total;315120
11;Solothurn;2017;bestand_1_1;total;269441
11;Solothurn;2017;bestand_31_12;total;271432
12;Basel-Stadt;2017;bestand_1_1;total;193070
12;Basel-Stadt;2017;bestand_31_12;total;193908
13;Basel-Landschaft;2017;bestand_1_1;total;285624
13;Basel-Landschaft;2017;bestand_31_12;total;287023
14;Schaffhausen;2017;bestand_1_1;total;80769
14;Schaffhausen;2017;bestand_31_12;total;81351
15;Appenzell Ausserrhoden;2017;bestand_1_1;total;54954
15;Appenzell Ausserrhoden;2017;bestand_31_12;total;55178
16;Appenzell Innerrhoden;2017;bestand_1_1;total;16003
16;Appenzell Innerrhoden;2017;bestand_31_12;total;16105
17;St. Gallen;2017;bestand_1_1;total;502552
17;St. Gallen;2017;bestand_31_12;total;504686
18;Graubünden / Grigioni / Grischun;2017;bestand_1_1;total;197550
18;Graubünden / Grigioni / Grischun;2017;bestand_31_12;total;197888
19;Aargau;2017;bestand_1_1;total;663462
19;Aargau;2017;bestand_31_12;total;670988
20;Thurgau;2017;bestand_1_1;total;270709
20;Thurgau;2017;bestand_31_12;total;273801
21;Ticino;2017;bestand_1_1;total;354375
21;Ticino;2017;bestand_31_12;total;353709
22;Vaud;2017;bestand_1_1;total;784822
22;Vaud;2017;bestand_31_12;total;793129
23;Valais / Wallis;2017;bestand_1_1;total;339176
23;Valais / Wallis;2017;bestand_31_12;total;341463
24;Neuchâtel;2017;bestand_1_1;total;178567
24;Neuchâtel;2017;bestand_31_12;total;177964
25;Genève;2017;bestand_1_1;total;489524
25;Genève;2017;bestand_31_12;total;495249
26;Jura;2017;bestand_1_1;total;73122
26;Jura;2017;bestand_31_12;total;73290
27;Ohne Angabe;2017;bestand_1_1;total;0
27;Ohne Angabe;2017;bestand_31_12;total;0
0;Schweiz;2018;bestand_1_1;total;8484130
0;Schweiz;2018;bestand_31_12;total;8544527
1;Zürich;2018;bestand_1_1;total;1504346
1;Zürich;2018;bestand_31_12;total;1520968
2;Bern / Berne;2018;bestand_1_1;total;1031080
2;Bern / Berne;2018;bestand_31_12;total;1034931
3;Luzern;2018;bestand_1_1;total;406506
3;Luzern;2018;bestand_31_12;total;409557
4;Uri;2018;bestand_1_1;total;36299
4;Uri;2018;bestand_31_12;total;36433
5;Schwyz;2018;bestand_1_1;total;157301
5;Schwyz;2018;bestand_31_12;total;159165
6;Obwalden;2018;bestand_1_1;total;37575
6;Obwalden;2018;bestand_31_12;total;37841
7;Nidwalden;2018;bestand_1_1;total;42969
7;Nidwalden;2018;bestand_31_12;total;43223
8;Glarus;2018;bestand_1_1;total;40349
8;Glarus;2018;bestand_31_12;total;40403
9;Zug;2018;bestand_1_1;total;125421
9;Zug;2018;bestand_31_12;total;126837
10;Fribourg / Freiburg;2018;bestand_1_1;total;315120
10;Fribourg / Freiburg;2018;bestand_31_12;total;318760
11;Solothurn;2018;bestand_1_1;total;271432
11;Solothurn;2018;bestand_31_12;total;273194
12;Basel-Stadt;2018;bestand_1_1;total;193908
12;Basel-Stadt;2018;bestand_31_12;total;194766
13;Basel-Landschaft;2018;bestand_1_1;total;287023
13;Basel-Landschaft;2018;bestand_31_12;total;288132
14;Schaffhausen;2018;bestand_1_1;total;81351
14;Schaffhausen;2018;bestand_31_12;total;81991
15;Appenzell Ausserrhoden;2018;bestand_1_1;total;55178
15;Appenzell Ausserrhoden;2018;bestand_31_12;total;55234
16;Appenzell Innerrhoden;2018;bestand_1_1;total;16105
16;Appenzell Innerrhoden;2018;bestand_31_12;total;16145
17;St. Gallen;2018;bestand_1_1;total;504686
17;St. Gallen;2018;bestand_31_12;total;507697
18;Graubünden / Grigioni / Grischun;2018;bestand_1_1;total;197888
18;Graubünden / Grigioni / Grischun;2018;bestand_31_12;total;198379
19;Aargau;2018;bestand_1_1;total;670988
19;Aargau;2018;bestand_31_12;total;678207
20;Thurgau;2018;bestand_1_1;total;273801
20;Thurgau;2018;bestand_31_12;total;276472
21;Ticino;2018;bestand_1_1;total;353709
21;Ticino;2018;bestand_31_12;total;353343
22;Vaud;2018;bestand_1_1;total;793129
22;Vaud;2018;bestand_31_12;total;799145
23;Valais / Wallis;2018;bestand_1_1;total;341463
23;Valais / Wallis;2018;bestand_31_12;total;343955
24;Neuchâtel;2018;bestand_1_1;total;177964
24;Neuchâtel;2018;bestand_31_12;total;176850
25;Genève;2018;bestand_1_1;total;495249
25;Genève;2018;bestand_31_12;total;499480
26;Jura;2018;bestand_1_1;total;73290
26;Jura;2018;bestand_31_12;total;73419
27;Ohne Angabe;2018;bestand_1_1;total;0
27;Ohne Angabe;2018;bestand_31_12;total;0
0;Schweiz;2019;bestand_1_1;total;8544527
0;Schweiz;2019;bestand_31_12;total;8606033
1;Zürich;2019;bestand_1_1;total;1520968
1;Zürich;2019;bestand_31_12;total;1539275
2;Bern / Berne;2019;bestand_1_1;total;1034931
2;Bern / Berne;2019;bestand_31_12;total;1039426
3;Luzern;2019;bestand_1_1;total;409557
3;Luzern;2019;bestand_31_12;total;413120
4;Uri;2019;bestand_1_1;total;36433
4;Uri;2019;bestand_31_12;total;36703
5;Schwyz;2019;bestand_1_1;total;159165
5;Schwyz;2019;bestand_31_12;total;160480
6;Obwalden;2019;bestand_1_1;total;37841
6;Obwalden;2019;bestand_31_12;total;37930
7;Nidwalden;2019;bestand_1_1;total;43223
7;Nidwalden;2019;bestand_31_12;total;43087
8;Glarus;2019;bestand_1_1;total;40403
8;Glarus;2019;bestand_31_12;total;40590
9;Zug;2019;bestand_1_1;total;126837
9;Zug;2019;bestand_31_12;total;127642
10;Fribourg / Freiburg;2019;bestand_1_1;total;318760
10;Fribourg / Freiburg;2019;bestand_31_12;total;321831
11;Solothurn;2019;bestand_1_1;total;273194
11;Solothurn;2019;bestand_31_12;total;275247
12;Basel-Stadt;2019;bestand_1_1;total;194766
12;Basel-Stadt;2019;bestand_31_12;total;195844
13;Basel-Landschaft;2019;bestand_1_1;total;288132
13;Basel-Landschaft;2019;bestand_31_12;total;289468
14;Schaffhausen;2019;bestand_1_1;total;81991
14;Schaffhausen;2019;bestand_31_12;total;82348
15;Appenzell Ausserrhoden;2019;bestand_1_1;total;55234
15;Appenzell Ausserrhoden;2019;bestand_31_12;total;55445
16;Appenzell Innerrhoden;2019;bestand_1_1;total;16145
16;Appenzell Innerrhoden;2019;bestand_31_12;total;16128
17;St. Gallen;2019;bestand_1_1;total;507697
17;St. Gallen;2019;bestand_31_12;total;510734
18;Graubünden / Grigioni / Grischun;2019;bestand_1_1;total;198379
18;Graubünden / Grigioni / Grischun;2019;bestand_31_12;total;199021
19;Aargau;2019;bestand_1_1;total;678207
19;Aargau;2019;bestand_31_12;total;685845
20;Thurgau;2019;bestand_1_1;total;276472
20;Thurgau;2019;bestand_31_12;total;279547
21;Ticino;2019;bestand_1_1;total;353343
21;Ticino;2019;bestand_31_12;total;351491
22;Vaud;2019;bestand_1_1;total;799145
22;Vaud;2019;bestand_31_12;total;805098
23;Valais / Wallis;2019;bestand_1_1;total;343955
23;Valais / Wallis;2019;bestand_31_12;total;345525
24;Neuchâtel;2019;bestand_1_1;total;176850
24;Neuchâtel;2019;bestand_31_12;total;176496
25;Genève;2019;bestand_1_1;total;499480
25;Genève;2019;bestand_31_12;total;504128
26;Jura;2019;bestand_1_1;total;73419
26;Jura;2019;bestand_31_12;total;73584
27;Ohne Angabe;2019;bestand_1_1;total;0
27;Ohne Angabe;2019;bestand_31_12;total;0
0;Schweiz;2020;bestand_1_1;total;8606033
0;Schweiz;2020;bestand_31_12;total;8670300
1;Zürich;2020;bestand_1_1;total;1539275
1;Zürich;2020;bestand_31_12;total;1553423
2;Bern / Berne;2020;bestand_1_1;total;1039426
2;Bern / Berne;2020;bestand_31_12;total;1043081
3;Luzern;2020;bestand_1_1;total;413120
3;Luzern;2020;bestand_31_12;total;416347
4;Uri;2020;bestand_1_1;total;36703
4;Uri;2020;bestand_31_12;total;36819
5;Schwyz;2020;bestand_1_1;total;160480
5;Schwyz;2020;bestand_31_12;total;162157
6;Obwalden;2020;bestand_1_1;total;37930
6;Obwalden;2020;bestand_31_12;total;38108
7;Nidwalden;2020;bestand_1_1;total;43087
7;Nidwalden;2020;bestand_31_12;total;43520
8;Glarus;2020;bestand_1_1;total;40590
8;Glarus;2020;bestand_31_12;total;40851
9;Zug;2020;bestand_1_1;total;127642
9;Zug;2020;bestand_31_12;total;128794
10;Fribourg / Freiburg;2020;bestand_1_1;total;321831
10;Fribourg / Freiburg;2020;bestand_31_12;total;325547
11;Solothurn;2020;bestand_1_1;total;275247
11;Solothurn;2020;bestand_31_12;total;277462
12;Basel-Stadt;2020;bestand_1_1;total;195844
12;Basel-Stadt;2020;bestand_31_12;total;196735
13;Basel-Landschaft;2020;bestand_1_1;total;289468
13;Basel-Landschaft;2020;bestand_31_12;total;290969
14;Schaffhausen;2020;bestand_1_1;total;82348
14;Schaffhausen;2020;bestand_31_12;total;83107
15;Appenzell Ausserrhoden;2020;bestand_1_1;total;55445
15;Appenzell Ausserrhoden;2020;bestand_31_12;total;55309
16;Appenzell Innerrhoden;2020;bestand_1_1;total;16128
16;Appenzell Innerrhoden;2020;bestand_31_12;total;16293
17;St. Gallen;2020;bestand_1_1;total;510734
17;St. Gallen;2020;bestand_31_12;total;514504
18;Graubünden / Grigioni / Grischun;2020;bestand_1_1;total;199021
18;Graubünden / Grigioni / Grischun;2020;bestand_31_12;total;200096
19;Aargau;2020;bestand_1_1;total;685845
19;Aargau;2020;bestand_31_12;total;694072
20;Thurgau;2020;bestand_1_1;total;279547
20;Thurgau;2020;bestand_31_12;total;282909
21;Ticino;2020;bestand_1_1;total;351491
21;Ticino;2020;bestand_31_12;total;350986
22;Vaud;2020;bestand_1_1;total;805098
